Year,Team,Safeties,Corners,InsideBackers,Edge,InteriorDLine,WRs,TEs,InteriorOLine,Tackles,QB,RB,Special,Dead,IR,Prac,Susp,Wins,Playoff Wins,SuperBowl Win,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ExpWins,ExpPOWins,Error,POError
2010,jets,5.11,10.99,17.79,10.4,2.71,11.43,3.43,16.1,6.5,8.47,3.75,1.31,3.47,1.83,0.29,0.0,11,2,0,40,1.95354233493261,1.9977658139258008,2.018935928601867,1.9773339128389307,1.9628966828591103,2.027539704018886,2.0243670480385494,2.0062851589663735,1.984801397719999,1.9773498747395126,2.049284870564693,1.968025663599913,1.9808564644539568,2.0630988793503655,2.020845800027691,2.0174827034838967,2.110254002952938,1.9781164305091044,1.9692066971477877,1.998441990227905,2.0028195619467652,1.9369853422595789,2.1097824297972587,1.9721593990291524,1.9628384539915247,2.015547347599839,2.0143631646825213,1.9982643126934367,1.9954324374761097,1.9447770620335016,2.0068597688116827,2.0204096343432014,1.9645430942009827,1.9921162481945278,2.0764255897415635,1.9848197752492396,2.0027702474611657,1.9154153551148259,1.8941523685810404,1.930635214499875,2.101741644884142,1.9499062423112334,1.9025674346055281,2.063334116437222,1.9998354150034217,2.058639603557376,1.961676271461988,2.038060321420886,2.027329252049983,2.069361531600501,7.907594678125907,0.42733986618235725,3.092405321874093,1.5726601338176427
2011,jets,3.83,12.61,16.89,9.53,2.17,8.25,2.43,10.65,9.73,14.14,2.37,1.07,6.79,0.0,0.0,0.0,8,0,0,16,1.9511492437958893,1.9893138418709173,2.016808118915666,1.9786340415216597,1.968742685720019,2.035473731637466,2.048334590981604,2.020992266095876,1.9944276627143038,1.9875257741712529,2.0384262740827106,1.959281226776857,1.98700560758768,2.0713126838369904,2.0269859886889883,2.005072398363744,2.141020597756073,1.9713048087412137,1.9757866792207341,2.010471154897421,2.006826528301876,1.9459897521054352,2.1285656933033708,1.9764002558526967,1.9501786577186537,2.0189024491593694,2.0027798469113027,1.9818441690954425,2.005499757601922,1.9538366996625078,1.9976194362588324,2.0237558396158426,1.981841842505721,1.9898883280752695,2.0475814098232132,2.0221571863115693,1.999798627138368,1.8926317291798895,1.8923070171122085,1.9391171761443005,2.080380144214521,1.9326449734976647,1.8905001861068675,2.0384164311843165,2.0205017878009204,2.092137073635802,1.9406489363022035,2.0176476027418513,1.9913957141685819,2.06013537109242,7.907482471776011,0.427191219889042,0.09251752822398895,0.427191219889042
2012,jets,5.7,21.48,17.2,12.56,2.96,13.46,5.17,10.07,7.27,10.02,2.55,1.69,4.23,20.12,0.0,0.0,6,0,0,16,1.9473227786335434,1.980048272435675,2.0204839474913023,1.9964100084614467,1.989170096958155,2.0181368184039283,2.0423307115677187,2.026020539510004,2.0005910280853776,2.002135013705777,2.0258439302867743,1.9656386431720494,1.9677517998644694,2.057665456876,2.0145363513369663,2.0060123929159746,2.1126467661349597,1.9867780697847153,1.978441734428861,1.9988925077021855,1.9942650481427027,1.9588235177645223,2.0829337383339497,1.9731458527238788,1.9628042144068665,2.0558314011370262,1.9899715062135095,1.9938427008214255,1.9857341611508046,1.9493835336880445,2.0069519767609556,2.020421611341034,1.973624291222283,1.9838284578475116,2.0210720122361288,2.012307452198799,1.999304040367131,1.9112755710526845,1.9004608034747472,1.9556862808638613,2.0607437212589717,1.9592515841148839,1.9050388436219348,2.038720922398441,2.005117318610643,2.0873581562199006,1.9727685101380894,2.0503787189014053,2.017284254946982,2.034812930285034,7.904888735865294,0.4268422964738707,1.9048887358652937,0.4268422964738707
2013,jets,2.08,20.22,13.59,7.88,4.64,10.25,2.1,10.41,6.55,13.44,3.4,1.36,18.17,14.84,0.12,0.0,8,0,0,16,1.9315427547044135,1.987392821515536,2.0226485404595396,1.9950107991579729,1.9706164178276517,2.01551285557952,2.059146757816662,2.0380838581864382,2.0137068713937123,2.0006311189245887,2.028178721783027,1.9720102650662903,1.9804120153135423,2.0615074778195885,2.000339260116431,1.997104814640459,2.141421983252305,1.9845480426339144,1.9707248235474408,1.9987243898806843,1.9864153490338563,1.9656761587145903,2.0911149293219697,1.9592592573006848,1.9410575782484223,2.0541840273728362,1.9874608753173182,1.9767199775323536,1.9929072800795982,1.9540604601027067,2.006838197842592,2.0311757708854428,1.9764920278868972,1.9860166024841968,2.02223577282265,2.0282213997385385,2.0009374351349827,1.8971746943785068,1.891682045158221,1.9692227352023066,2.0566531323238593,1.936009689464453,1.8931119000844605,2.0471978381199336,2.016156951648053,2.091766964864646,1.9718891764441204,2.0283244863185246,2.0220860014263713,2.048686695127205,7.904913165603815,0.42626574668982553,0.09508683439618526,0.42626574668982553
2014,jets,3.25,11.62,6.95,8.86,3.8,14.47,2.55,8.7,11.37,7.67,4.7,3.64,14.29,4.41,0.14,0.0,4,0,0,5,1.9639342123202848,1.9769569928401092,2.0149905851362218,1.9978027035463155,1.9726010862827468,2.0449438904600594,2.0340607381925144,2.033524253990262,2.01045684409755,1.9819738601496564,2.072830096011137,1.9697210395098474,1.9431094273487677,2.088334411077739,1.9943150385246557,2.033614199714052,2.0682679829809616,1.9617954737015058,1.975581413864469,2.0449410277510025,1.9883866992725523,1.9413215455072612,2.0438723720599774,1.9802515545370238,1.9420767447056015,2.0016062056078945,1.9750349909979763,1.9833188356758031,1.9808815932045303,1.95751313023915,2.0554474405382104,2.0355179078715415,1.9556557584356395,2.0176616131961955,2.0570067922913484,2.0083719944288774,2.0149956404895613,1.8835728366499038,1.8609129588723738,1.9614878447492003,2.025129803949336,1.9525024429829847,1.8886275700246762,2.086500837024085,2.002914941084713,2.1056750524821815,1.9778203171776574,2.0443343852513727,2.0447554282574267,2.043089484935059,7.905731405992878,0.4263767374567647,3.905731405992878,0.4263767374567647
2015,jets,4.85,21.26,6.98,11.36,4.24,13.84,2.73,10.03,11.58,3.41,5.21,2.09,5.27,5.93,0.0,0.0,10,0,0,2,1.9527658818303164,1.9773096889367034,2.035725027610942,2.0105033320156425,1.9834051374015278,2.0227343688072454,2.038447810826152,2.033918769170105,2.0121332640754384,1.9918028002785835,2.0225265636811,1.9782097106820618,1.9406047780713858,2.058012092506434,1.986749522979239,2.0226926865414216,2.072929722095549,1.9812923310704709,1.979458417643225,2.0165431651061145,1.9847658729636533,1.9622659576591828,2.0304411558328077,1.983264711292565,1.9542057010203964,2.044552828165874,1.9656407338323967,1.9852841309017444,1.9730276690194941,1.9374816484881943,2.0244148351231894,2.0162058808810714,1.975347177807338,2.0165564053361615,2.0342178359935836,2.0180662837312036,1.9944828371280279,1.9093136841825686,1.8844854631481642,1.958537270232271,2.027200571924322,1.969505191726999,1.9136514876420647,2.071794419646156,1.9937690667465566,2.1022982406079125,2.001530159772777,2.067241802827155,2.0583004001472927,2.024385504889191,7.902351974382456,0.42600189229351015,2.097648025617544,0.42600189229351015
2016,jets,5.51,16.04,7.16,11.77,3.88,13.17,1.64,9.5,8.14,6.41,3.4,3.01,0.79,27.02,0.0,0.0,5,0,0,2,1.9388224844747444,1.9838288022633557,2.019241473729496,2.010230254593173,1.9782260053622385,2.020887759555093,2.0508533670360207,2.0356500485534283,2.005839920541651,1.9913219801208626,2.055408143293435,1.9698871133183142,1.943549391341603,2.0733505221156436,2.004650024558769,2.0272825112509127,2.076419099904289,1.9768350422442378,1.987458975353047,2.018374200469342,1.9911968555999482,1.9464073967750048,2.0482365194992402,1.9792798399594291,1.951672020665853,2.027159119369092,1.9780177818467133,1.9843767873706266,1.9723656111368355,1.93788299789529,2.0400686499889416,2.023633340758301,1.9618572504181098,2.0025756733586,2.047367988584963,2.0039750387383934,1.9997340698860542,1.8864823758335547,1.8692514163927798,1.9545853152616672,2.0377189081931113,1.9673089892510258,1.8958428222450745,2.0784757065789705,1.9961139027233572,2.0967942436822673,1.9951421276359391,2.0695716874231573,2.0393657086254233,2.0494227342226097,7.9049134849967055,0.4264638222646363,2.9049134849967055,0.4264638222646363
2017,jets,4.14,9.82,3.09,18.88,2.37,4.33,1.68,11.46,6.26,4.97,6.13,1.15,0.0,15.4,0.0,0.0,5,0,0,2,1.940092307430992,2.042346050655011,2.009127548964484,1.9974008649860733,1.9606264735917058,1.9872226005634466,2.0803799966399117,2.024832575533035,1.9494061012483688,1.987212479565209,2.032595589207428,1.9519354071161148,1.9331093030523154,2.032348804274861,2.0379359052352832,2.0401420822500347,2.001608547698766,1.9745418439770461,2.0368635276696496,2.0121926755445148,1.9799800555811258,1.9250554852973722,2.052781159600005,2.007119019827713,2.025466852874776,1.9701257000838852,2.0223808914506027,1.9719905668235647,1.9903713414493582,1.9073191621307521,2.010584466946269,2.0305847195982305,1.9815433572416805,2.038287391833795,2.0958917598555966,1.9945719396844772,2.02358705264346,1.9157655425398448,1.8903218728719438,1.9027421553315196,2.0476183182538987,1.9454039007984862,1.974134818549927,2.0711068900481626,1.9703709259498836,2.016980323176233,2.016798380644763,2.0872078346281726,2.042401847465555,2.0595855816146535,7.906688321311846,0.4267709967420547,2.9066883213118464,0.4267709967420547
2018,jets,5.54,14.77,5.01,15.37,2.49,10.44,1.97,11.62,8.42,9.25,4.78,1.24,13.36,20.08,0.0,1.43,4,0,0,2,1.9397881910137877,2.010453981374681,2.01189016402099,2.0002671082565886,1.9700532942243703,2.003354651546142,2.067230844702531,2.032083661162023,1.9787053057098034,1.9956393997019963,2.055870924284972,1.9631539380825107,1.9472654585117548,2.0632020937155513,2.020317251177324,2.0300190412331127,2.0565336373950878,1.9688252330776739,2.0034423790307825,2.024520352669417,1.9878712734305157,1.9466114188489967,2.0566498218027274,1.9924303636083545,1.9763226538923953,2.000521321176806,2.003111787406089,1.9725020495030923,1.9827968890891299,1.9363747401714129,2.026951554705503,2.0332807998436,1.966124180721703,2.0158899859138777,2.0688762315902975,2.012329944978541,2.00570848311689,1.8955392247497254,1.8814655720611493,1.928872218918735,2.0359726105976357,1.9578169560575391,1.9228018551828756,2.0645463867934484,1.991019112701592,2.0556951604617875,1.9939535800980772,2.0645592007908142,2.0208700143244385,2.059917696571152,7.906915426593153,0.4267921666225293,3.9069154265931534,0.4267921666225293
2019,jets,5.42,10.87,12.43,7.31,4.42,9.53,1.22,9.68,7.1,4.52,5.63,0.97,0.07,31.63,0.0,0.0,7,0,0,2,1.9412300852021211,1.9799576820770892,2.0408670633489603,1.9824478124178595,1.9738040868526592,2.0552809415095816,2.024973843493949,2.024013828257779,2.0065073477281157,1.9561753991632187,2.0358832847109865,1.9793453883066674,1.9557890166883436,2.081469164865802,2.0122305817944204,2.0195661570939794,2.1192158166796693,1.9784452453782666,1.9506677321853856,1.991278834529538,2.0196430349256898,1.9200731209427286,2.092739230331151,1.9717705504263494,1.9268250501256796,2.0323888307255733,1.988106962659911,1.9963467827437065,1.9955848797116433,1.9310458801280583,2.0111595237614392,2.0201179286646425,1.9660491362268113,2.0122369804180607,2.0907274766168835,1.9755515213784418,1.9965080102051824,1.8874082542311483,1.8561768947453232,1.9462643794266588,2.0953313040861565,1.9507513657971036,1.8852651627308759,2.0854577014250704,1.9917923179420003,2.1002573009014167,1.97600836525068,2.0607008478542195,2.0508585388117124,2.0577033545212955,7.9060958984102125,0.4268259744234705,0.9060958984102125,0.4268259744234705
2005,eagles,4.72,3.2,0.56,2.71,2.51,4.54,0.74,3.97,8.56,10.27,1.28,3.52,0.28,0.0,0.0,0.0,6,0,0,44,1.981001689500183,1.9968498816800122,1.9328641701843747,1.9948994059432001,1.9874592295424955,2.044806345922237,2.055567384916786,2.0729234384190613,2.0527097869102167,1.985753811228836,2.192193426838621,1.9753328336962048,1.98606396007298,2.1506558761229306,2.0460126961693605,1.9942489877566205,2.0024911942332304,1.8825743568778042,1.9817453533038063,2.130126149764637,2.0583823568220616,1.8870563628419064,2.0418443767547303,2.04089797374584,1.8797219687988027,1.8647670383326251,2.037691173172451,1.9423753029535893,1.9837844500909467,1.9914267923614035,2.0703158673060122,2.0544397837819575,1.936458238089069,2.0554947564679913,2.092297456580778,2.064479763613214,2.0236510949561417,1.8016690227894916,1.8169841989734197,1.970931577141289,1.9416149209851015,1.9269786227294854,1.8156327094036546,2.108087504743554,2.075549940186712,2.1133980903968137,1.910325448894556,1.9148522423474128,1.990712884827591,2.1418981008277953,7.919041459919323,0.42879377956195636,1.919041459919323,0.42879377956195636
2006,eagles,7.18,2.93,1.4,7.7,5.51,5.58,0.77,10.86,1.6,11.53,1.32,2.38,2.41,0.18,0.08,0.0,10,1,0,49,1.9158290277863956,2.064203722894225,1.9209650576766952,1.9822588782168808,1.9500875871799848,1.958340959510762,2.0639808310813748,2.040196252465147,1.9859962523723171,1.987535790550516,2.1972647275404498,1.9984476291928617,2.0183852535129208,2.0742514339790095,2.0771231229044806,2.0135523408721743,1.9835975903848082,1.937555781599133,2.002544556716827,2.022501843102627,2.021943785165493,1.889392789865169,2.0624275202975855,2.0004227082432116,1.9603541968157052,1.8916287998798946,2.102071834766037,1.9610123648192208,1.9721186685960277,1.9751763714348163,2.062458421213125,2.0501605349266496,1.9153116679842521,1.9987510854846278,2.1440950921300326,1.9567051123337578,2.024033678023628,1.8757248445384531,1.8574130103511073,1.9429072105349081,2.035639646941893,1.9596422649518608,1.8892027176584847,2.107842351907266,1.997642990797995,1.9409205415241035,1.9958450273167383,1.9750550240326432,2.05423153919093,2.1852495587348066,7.920815986939335,0.4291764975957412,2.079184013060665,0.5708235024042587
2007,eagles,4.57,3.79,6.59,9.66,4.63,2.99,1.38,9.68,1.71,12.61,2.08,2.6,0.57,0.17,0.3,0.0,8,0,0,49,1.9135590041039925,2.0572493624564645,1.942993606499684,1.9706064601239783,1.9498305716019932,1.9781069301802483,2.087812583817673,2.0372570660342975,1.9752301341352136,1.990548969773974,2.1205618562367126,1.960821194675017,2.0173859000073207,2.060766550033019,2.086945966252025,1.9953514166479613,2.051337568026467,1.9555030804205884,2.0100369241346527,1.9972949854812645,2.0124018788594022,1.887472784438873,2.1400165757760754,1.9797074086093598,1.9774502951178183,1.9295099963935511,2.0931757283240997,1.9664932224091412,2.0040268725656487,1.9523940364079693,2.0165549751611094,2.054269564559344,1.9489392067428322,1.9851365707004152,2.1054075482836008,1.9765452922154603,2.0441384452488833,1.8748880892331319,1.8692057154222355,1.9386138805321953,2.0843141397976837,1.9086896821752555,1.8965906453124546,2.071095775634718,2.0121220464436416,1.9853212804735783,1.9630739146471028,1.9843057787398626,2.0279066699486887,2.151031849183345,7.917477127462162,0.4285734383217593,0.08252287253783841,0.4285734383217593
2008,eagles,5.9,12.04,2.89,10.62,6.78,3.58,4.43,8.07,1.46,11.12,1.3,2.43,1.8,0.19,0.09,0.0,9,2,0,9,1.9056391874596397,2.0230409015521476,1.955096610216274,2.002326803973684,1.988043663088381,1.9483307075855625,2.09851622182148,2.074455124414956,2.0086021417295914,2.034770270971553,2.0755285882670753,1.9754872198866096,1.9854354213038625,2.0435752834588095,2.053354158715397,1.9827995700393959,2.0434893217360575,1.9673666638445824,2.004494163458079,1.9942744131516317,1.9801455030174422,1.917066472066217,2.072381929934989,1.9827606490274536,1.9826893934465635,2.0094414920474675,2.048121448768198,1.965561941202134,1.9608414181306038,1.9408898832590382,2.01529076940823,2.0468869112864536,1.9504860231059689,1.9878778750973762,2.0289742600984075,2.019079749538614,2.0314179664925427,1.8916929438440908,1.8648263154378169,1.960891893604235,2.030027544536578,1.9322960538065366,1.8983340277092717,2.0712724832371827,2.002702980057963,2.0181362644733163,2.00752776435559,2.016551911464964,2.1097347786492757,2.091464916220714,7.911758385796118,0.42726911831706726,1.0882416142038824,1.5727308816829328
2009,eagles,3.89,14.97,3.99,14.68,5.33,5.88,3.03,12.91,10.8,15.72,0.97,2.69,1.85,4.28,0.32,0.0,11,0,0,35,1.9476344090407203,2.0123598219166325,1.9890194555195528,1.997388562014784,1.9609992296627614,1.990737145116437,2.073092991237609,2.0398534288683705,1.9978392222116024,2.0097923038328473,2.055813144500659,1.9691504241420563,1.9810119993312711,2.047456118433984,2.0198341555632897,2.0108240714185337,2.059046202802968,1.961892615293289,2.010341931510325,2.033017777988528,1.979214727995101,1.9519869340985627,2.068872187469576,1.9950461779835849,1.9792501003914258,1.9831066300861622,2.0085305175552346,1.9599123617790113,1.9808574474470084,1.951994331283658,2.016565165044984,2.025880826691218,1.9820654257850738,2.0093422263255825,2.039355093950947,2.045452033842298,2.0093062738878906,1.9031539165812568,1.894424474341342,1.9430900829383861,2.023208013925555,1.9364728560250546,1.9170265098469073,2.0596742702924358,2.0133318610377526,2.0549809486674335,1.9781737249114966,2.0077723691314975,2.047509566361909,2.067337933915426,7.907709070035778,0.42673593225374423,3.0922909299642223,0.42673593225374423
2010,eagles,3.37,14.48,4.01,17.23,5.68,11.49,3.01,9.85,16.33,14.32,2.63,3.26,11.32,0.77,0.16,0.0,10,0,0,19,1.9687702099731883,1.994154645279015,1.9964420974747619,1.9992182552216284,1.9714444409142673,2.0162244129362286,2.056099588221898,2.035288815517278,1.999086770640843,1.9997660177212422,2.0518882750058247,1.9702677245149094,1.9631824249663192,2.0534657168320973,2.0122665167839235,2.026936686834029,2.039354098471696,1.9642330003289128,2.0111173426649245,2.0472486191594657,1.9820086950167535,1.9573632454739323,2.0430339496682484,2.0017933652157054,1.9791452557698848,1.980786958862311,1.9837482345483486,1.9670631333300412,1.9844572336050166,1.966375332952122,2.0340693831532897,2.0228910869779253,1.985549427980645,2.0171495599776477,2.0323175742536366,2.0362948582248475,2.0106488417093935,1.9064174862532615,1.8959523892503005,1.9554689035376844,2.0049389738262144,1.951165560710962,1.9279056290146719,2.0516427783748523,2.005989502363223,2.069759272543854,1.9816080412807617,2.020407810082304,2.0325982090571353,2.03499364752261,7.906039115398017,0.4266351513820953,2.093960884601983,0.4266351513820953
2011,eagles,3.15,15.81,2.46,25.49,4.23,9.4,2.76,5.36,8.86,15.78,1.43,1.36,4.75,0.4,0.35,0.0,8,0,0,6,1.9490126870364641,2.0069745848978413,1.9877393216600894,2.006149301631695,1.9809675809793148,1.9928832088188877,2.086504854147888,2.04006335900388,1.9761341994931194,2.0185276529079292,2.0421895959434533,1.9581130216985625,1.9593296232961133,2.039916146091474,2.036136410937178,2.0277206937835586,2.02920453438552,1.9809936538905653,2.040486439292574,2.030209614543179,1.9750353038416903,1.966262824523117,2.04709891688575,2.0007998361788784,2.011551597236471,1.9946356431572239,1.9907140383659558,1.9667276399039264,1.988409262921245,1.9657132423977282,2.0307940027514713,2.0298887219553485,1.9893942186069804,1.9970734175041809,2.0121344463288344,2.028965670976869,2.0152172108331796,1.910990394382306,1.913501144564925,1.9498546334555273,2.0042881804165336,1.958097155978894,1.9548096809764155,2.018602592120165,1.995734029419042,2.0374651521061033,1.9971803206856926,2.0475271410977136,1.9873347286847236,2.0249423673038316,7.906225920590624,0.42691879238629094,0.09377407940937577,0.42691879238629094
2012,eagles,2.6,12.75,5.31,12.81,5.08,9.61,4.48,7.65,11.38,12.42,3.7,1.92,0.16,14.81,0.95,0.0,4,0,0,35,1.9574782801580477,1.9922346524696224,1.996092045106775,1.9913403414111341,1.9738075534273383,2.0163279900964484,2.0680411449245093,2.0492480478866693,1.99800818188698,2.0053623366350726,2.057239429005657,1.9639262056589373,1.9580305550063664,2.0673848665774113,2.017869958737285,2.0216839718737316,2.0620532062672594,1.9597209117951133,1.998244914729543,2.045028907876111,1.9757466803107748,1.9453524887406437,2.0632114963013364,1.992328064585315,1.9724074459366847,1.9967233238027744,1.9899451347223434,1.9654482553444728,1.9856480116051525,1.9625963146349605,2.0329121162388697,2.041670746888609,1.9734035052138597,2.0166215398484377,2.0349999223854573,2.0401467444994874,2.0228311317775622,1.8919271300949576,1.8729102688456432,1.94857599873633,2.015439346196983,1.9318307270803383,1.9097955554675374,2.0557841780215877,2.005915454113876,2.0752826341502275,1.9759879350268035,2.0250063507494533,2.04238999626839,2.0380380008811594,7.907241735823585,0.426537541574299,3.907241735823585,0.426537541574299
2013,eagles,5.39,7.02,5.95,9.64,4.82,13.19,4.0,7.83,10.55,9.18,4.31,1.58,8.15,4.52,0.16,0.0,10,0,0,13,1.974047360081122,1.982931744822983,1.9905427436932608,1.9800103216814464,1.9798384554291832,2.0428101106231673,2.0311221684220957,2.0363655027640872,1.9940348512093415,1.9807752410154131,2.1028415641289713,1.9762645479416565,1.952231252358469,2.0963535876612944,2.0270607544162265,2.0427383333669957,2.0390564717590682,1.9484316263370591,1.9769324266761004,2.0569978817742665,1.9998440466755834,1.9237422902268337,2.0514782401004865,2.00095541493635,1.9558247320152937,1.9707342804532826,1.9964539376445767,1.981272286079299,1.9833290609781624,1.979217666583854,2.0616064434909225,2.0430166000250267,1.9458807420656101,2.0232720903290273,2.080216112297759,1.9964242023758745,2.020034885908192,1.8858093243629033,1.8533425019124872,1.9428663312594154,2.023618158747511,1.9586105168428312,1.8943303155001379,2.0742954115226167,1.9926986728081093,2.059234625091239,1.9726720428832063,2.030632829481133,2.0380145896332804,2.0491847016068276,7.9103419214028765,0.42745161585389135,2.0896580785971235,0.42745161585389135
2014,eagles,6.45,8.92,5.45,14.04,3.15,11.9,3.84,11.59,9.33,2.54,8.36,1.96,6.82,9.26,0.62,0.0,10,0,0,2,1.9702910534211975,2.0059515688731575,2.0158506659348934,1.9889089731733465,1.9819069800348417,2.0240528635254345,2.023010354958858,2.0167286742762904,1.9718775283523289,1.9700177972351223,2.056688502640002,1.9700754287742408,1.9254023539164045,2.0610683545607897,2.01750535183513,2.044797736581758,2.0030327093041564,1.964112105771795,1.987927913761273,2.0247376161047987,1.9976675899449146,1.9187102548791537,2.0267368302160924,2.003423389553488,1.9861956873836697,1.980589244499563,2.010297274570525,1.994936829918971,1.9825961617061534,1.9317488093778339,2.034932026204774,2.0323600264307817,1.9524813876423261,2.0450275394968664,2.108445660924813,1.970998750773625,2.022485262414565,1.9183482826682974,1.8730019213203077,1.9274279465243576,2.040926057108099,1.9707837752071355,1.9430345744225392,2.089329707216983,1.9678474134281925,2.040379547301803,2.0071219795319695,2.081764598836781,2.0722880094860754,2.044168927973537,7.9070964842330875,0.42702256175830444,2.0929035157669125,0.42702256175830444
2015,eagles,7.2,9.88,3.02,17.19,4.54,7.23,4.31,7.85,9.8,11.06,9.41,2.5,12.09,4.4,0.0,0.0,7,0,0,33,1.9621086625879203,2.020011245159718,1.9866470607472528,1.9885411152857562,2.0007152800886514,2.0019039361155033,2.058981851675704,2.0376887921257385,1.9754327812413583,1.9917130086856663,2.046948733067218,1.9638915838209485,1.9417249643684515,2.046158812988933,2.042753062023762,2.014669936058282,1.9916845223769533,1.9579291455602639,2.0100155118258174,2.0240637388776257,2.003448815984563,1.9211239810667813,2.031219034537378,2.012948475981433,1.996072841308721,1.9674207567284385,2.0324405723312835,1.9737412848696738,1.9964998387371466,1.949661769097683,2.017256145842384,2.0467924363970633,1.9674559434069827,2.0421712563280106,2.0734817746077403,2.001272237487453,2.039185610473232,1.9108865294710113,1.8877273423677405,1.9564368496511761,2.0038567473941615,1.9500972076860936,1.9613685418716036,2.047373601800859,1.9831716465762528,2.0273891941622346,2.0000508959754284,2.044800202629503,2.051629535270053,2.0394351852763997,7.909234758913333,0.4272780690780072,0.9092347589133327,0.4272780690780072
2016,eagles,7.58,7.33,3.05,17.4,5.92,5.31,4.0,10.17,11.51,10.26,8.93,2.58,14.92,5.44,0.0,0.0,7,0,0,33,1.9731933748076802,2.0244232153769186,1.9829650002580186,1.9828305077421025,1.9902413929461331,2.004412615416592,2.046867995662567,2.030293067839069,1.9769344954101982,1.9809587940237314,2.0467243830734314,1.9719327406038851,1.9515828639497141,2.0370447759661285,2.043483423346334,2.017940057995863,1.9773191392707519,1.954079782310607,2.0113077687156538,2.026299796118821,2.007160474900015,1.9135203494631547,2.0316950880253404,2.0223779747503188,2.000920756225175,1.9454232567293241,2.0360005932120333,1.97286845133144,1.9963057148295458,1.9486491602183507,2.012327705268106,2.0340520983491173,1.9758718454147264,2.0520789794705405,2.0882742207584157,1.9975007710525399,2.035829643091445,1.9218575496987493,1.8910713960642798,1.9498946440453195,2.0097666865241584,1.9487475460906678,1.968467196677799,2.058474455130849,1.9820046693801747,2.017982275388956,1.9986916251194105,2.0276787171378587,2.077196223904506,2.0464747409134945,7.9096043380434295,0.4273830052828453,0.9096043380434295,0.4273830052828453
2017,eagles,8.96,3.13,0.73,20.83,8.44,11.84,5.67,9.84,10.08,11.31,4.98,1.99,11.08,12.68,0.0,0.0,13,4,1,23,1.9817278132348712,2.013981050368313,1.959579020754743,1.9845065732059903,1.9879454772130256,1.9998863435360152,2.036073809799517,2.027307913011088,1.9722620567553024,1.9911860230695257,2.0893359172390746,1.9824867568094435,1.9626265014676605,2.042586714454809,2.0524953607439564,2.041550664760175,1.9551092068273652,1.9588075910750717,2.0220094765446324,2.042413351199889,1.9961817172897962,1.9247717397611954,2.0163789515619412,2.0253713047778032,2.018203415428858,1.9348630111238563,2.024493589837104,1.9796307935344717,1.9815869115114102,1.9854701577302996,2.051549912631099,2.0302782017876435,1.9611151948196115,2.025143422159295,2.0714300299625243,1.9798489756508526,2.0308486434649144,1.93235871138739,1.8979339911610216,1.9495810067818884,1.9997577209034378,1.978338871905014,1.9666995014438262,2.0491547284579035,1.9737002380276751,1.984064698657675,2.0074101845014343,2.025185532790358,2.054801761838344,2.039969457040908,7.911046317595792,0.4279664096206439,5.088953682404208,3.5720335903793563
2018,eagles,9.16,3.23,1.97,13.62,11.15,9.3,4.04,10.03,9.75,12.09,2.86,0.93,1.08,10.46,0.0,0.0,9,1,0,11,1.9758002913315678,2.0067598297063842,1.950767222662401,1.9767581639252396,1.9792950653774806,2.005516168979594,2.0305866944127704,2.039283761871195,1.9970397988403974,1.98162731614864,2.107391889167058,2.0076433066036343,1.9884433002669726,2.0515395225147137,2.053812415686733,2.034562987195516,1.969412966868151,1.9505065816312357,2.001590153336221,2.042778304963735,2.0077229682510724,1.9152809508421373,2.0262593425082414,2.0268513499757215,1.9870770069669492,1.9249937205131202,2.022302060723302,1.970288032146603,1.9770521326784374,2.0002657511824693,2.0530389707131826,2.0229277510088646,1.9614915840611278,2.026076806325801,2.08128547352144,1.9829031729971944,2.0183519201251428,1.9207588737729102,1.878142982025147,1.9591351766401013,2.003588865969069,1.9733968307878782,1.9374223313887056,2.0657988696115064,1.9810054293428347,1.984335063091939,2.00213775293885,1.989759650436666,2.09012261059518,2.0591108273687473,7.913157655428478,0.4281436068151079,1.0868423445715223,0.5718563931848921
2019,eagles,9.77,4.9,2.14,10.37,12.22,10.45,4.29,9.1,9.86,8.46,3.09,0.97,10.88,15.09,0.05,0.0,9,0,0,11,1.9784394291416139,1.988239189847858,1.9573205508907177,1.980045377114047,1.9886049945453839,2.0154886302977757,2.0125845364878643,2.046000822800622,2.01878956206527,1.9743920290956614,2.1047495854361205,2.0252958360026554,1.9820967069177446,2.0569020841600483,2.0403242750788615,2.034302436115273,1.968445832409476,1.9514431483488783,1.9812319348680445,2.038907110228834,2.0122726940765467,1.910551602428967,2.0077026675150553,2.025923807095034,1.9673084400470904,1.9396463423123653,2.0057353439730656,1.977005927863338,1.9650947905417084,2.000242940663245,2.059781318850888,2.015329014118115,1.9559396758364984,2.0319148743158384,2.0792983412618775,1.9753530281916387,2.0108802539137454,1.9210983202558207,1.8626577424491981,1.9728885248304382,1.9996884730620212,1.985734761323222,1.9227372945216439,2.0846779169089684,1.9759380133605473,1.9994638048431528,2.013516184699885,1.9929333488760428,2.1356139620865946,2.049466517924664,7.912166739709551,0.4279177310631266,1.0878332602904486,0.4279177310631266
